audio_url,prompt_url
https://github.com/yseom1/samples/blob/main/ZS/Normal/gt/0_0_0_0.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Normal/prompt/0_0_p_0.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Normal/gt/0_0_0_1.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Normal/prompt/0_0_p_1.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Normal/gt/0_0_0_2.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Normal/prompt/0_0_p_2.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Normal/gt/0_0_0_3.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Normal/prompt/0_0_p_3.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Normal/gt/0_0_0_4.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Normal/prompt/0_0_p_4.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Normal/gt/0_0_0_5.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Normal/prompt/0_0_p_5.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Normal/gt/0_0_0_6.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Normal/prompt/0_0_p_6.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Normal/gt/0_0_0_7.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Normal/prompt/0_0_p_7.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Normal/gt/0_0_0_8.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Normal/prompt/0_0_p_8.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Normal/gt/0_0_0_9.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Normal/prompt/0_0_p_9.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Normal/gt/0_0_0_10.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Normal/prompt/0_0_p_10.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Normal/gt/0_0_0_11.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Normal/prompt/0_0_p_11.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Normal/gt/0_0_0_12.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Normal/prompt/0_0_p_12.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Normal/gt/0_0_0_13.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Normal/prompt/0_0_p_13.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Normal/gt/0_0_0_14.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Normal/prompt/0_0_p_14.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Normal/gt/0_0_0_15.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Normal/prompt/0_0_p_15.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Normal/gt/0_0_0_16.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Normal/prompt/0_0_p_16.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Normal/gt/0_0_0_17.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Normal/prompt/0_0_p_17.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Normal/gt/0_0_0_18.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Normal/prompt/0_0_p_18.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Normal/gt/0_0_0_19.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Normal/prompt/0_0_p_19.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Normal/infinityTTS/0_0_3_0.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Normal/prompt/0_0_p_0.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Normal/infinityTTS/0_0_3_1.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Normal/prompt/0_0_p_1.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Normal/infinityTTS/0_0_3_2.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Normal/prompt/0_0_p_2.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Normal/infinityTTS/0_0_3_3.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Normal/prompt/0_0_p_3.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Normal/infinityTTS/0_0_3_4.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Normal/prompt/0_0_p_4.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Normal/infinityTTS/0_0_3_5.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Normal/prompt/0_0_p_5.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Normal/infinityTTS/0_0_3_6.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Normal/prompt/0_0_p_6.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Normal/infinityTTS/0_0_3_7.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Normal/prompt/0_0_p_7.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Normal/infinityTTS/0_0_3_8.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Normal/prompt/0_0_p_8.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Normal/infinityTTS/0_0_3_9.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Normal/prompt/0_0_p_9.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Normal/infinityTTS/0_0_3_10.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Normal/prompt/0_0_p_10.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Normal/infinityTTS/0_0_3_11.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Normal/prompt/0_0_p_11.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Normal/infinityTTS/0_0_3_12.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Normal/prompt/0_0_p_12.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Normal/infinityTTS/0_0_3_13.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Normal/prompt/0_0_p_13.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Normal/infinityTTS/0_0_3_14.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Normal/prompt/0_0_p_14.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Normal/infinityTTS/0_0_3_15.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Normal/prompt/0_0_p_15.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Normal/infinityTTS/0_0_3_16.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Normal/prompt/0_0_p_16.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Normal/infinityTTS/0_0_3_17.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Normal/prompt/0_0_p_17.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Normal/infinityTTS/0_0_3_18.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Normal/prompt/0_0_p_18.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Normal/infinityTTS/0_0_3_19.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Normal/prompt/0_0_p_19.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Normal/yourTTS/0_0_2_0.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Normal/prompt/0_0_p_0.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Normal/yourTTS/0_0_2_1.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Normal/prompt/0_0_p_1.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Normal/yourTTS/0_0_2_2.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Normal/prompt/0_0_p_2.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Normal/yourTTS/0_0_2_3.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Normal/prompt/0_0_p_3.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Normal/yourTTS/0_0_2_4.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Normal/prompt/0_0_p_4.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Normal/yourTTS/0_0_2_5.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Normal/prompt/0_0_p_5.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Normal/yourTTS/0_0_2_6.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Normal/prompt/0_0_p_6.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Normal/yourTTS/0_0_2_7.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Normal/prompt/0_0_p_7.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Normal/yourTTS/0_0_2_8.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Normal/prompt/0_0_p_8.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Normal/yourTTS/0_0_2_9.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Normal/prompt/0_0_p_9.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Normal/yourTTS/0_0_2_10.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Normal/prompt/0_0_p_10.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Normal/yourTTS/0_0_2_11.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Normal/prompt/0_0_p_11.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Normal/yourTTS/0_0_2_12.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Normal/prompt/0_0_p_12.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Normal/yourTTS/0_0_2_13.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Normal/prompt/0_0_p_13.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Normal/yourTTS/0_0_2_14.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Normal/prompt/0_0_p_14.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Normal/yourTTS/0_0_2_15.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Normal/prompt/0_0_p_15.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Normal/yourTTS/0_0_2_16.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Normal/prompt/0_0_p_16.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Normal/yourTTS/0_0_2_17.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Normal/prompt/0_0_p_17.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Normal/yourTTS/0_0_2_18.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Normal/prompt/0_0_p_18.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Normal/yourTTS/0_0_2_19.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Normal/prompt/0_0_p_19.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Normal/ganspeech/0_0_1_0.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Normal/prompt/0_0_p_0.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Normal/ganspeech/0_0_1_1.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Normal/prompt/0_0_p_1.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Normal/ganspeech/0_0_1_2.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Normal/prompt/0_0_p_2.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Normal/ganspeech/0_0_1_3.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Normal/prompt/0_0_p_3.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Normal/ganspeech/0_0_1_4.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Normal/prompt/0_0_p_4.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Normal/ganspeech/0_0_1_5.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Normal/prompt/0_0_p_5.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Normal/ganspeech/0_0_1_6.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Normal/prompt/0_0_p_6.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Normal/ganspeech/0_0_1_7.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Normal/prompt/0_0_p_7.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Normal/ganspeech/0_0_1_8.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Normal/prompt/0_0_p_8.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Normal/ganspeech/0_0_1_9.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Normal/prompt/0_0_p_9.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Normal/ganspeech/0_0_1_10.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Normal/prompt/0_0_p_10.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Normal/ganspeech/0_0_1_11.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Normal/prompt/0_0_p_11.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Normal/ganspeech/0_0_1_12.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Normal/prompt/0_0_p_12.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Normal/ganspeech/0_0_1_13.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Normal/prompt/0_0_p_13.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Normal/ganspeech/0_0_1_14.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Normal/prompt/0_0_p_14.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Normal/ganspeech/0_0_1_15.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Normal/prompt/0_0_p_15.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Normal/ganspeech/0_0_1_16.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Normal/prompt/0_0_p_16.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Normal/ganspeech/0_0_1_17.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Normal/prompt/0_0_p_17.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Normal/ganspeech/0_0_1_18.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Normal/prompt/0_0_p_18.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Normal/ganspeech/0_0_1_19.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Normal/prompt/0_0_p_19.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Expressive/gt/0_1_0_0.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Expressive/prompt/0_1_p_0.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Expressive/gt/0_1_0_1.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Expressive/prompt/0_1_p_1.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Expressive/gt/0_1_0_2.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Expressive/prompt/0_1_p_2.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Expressive/gt/0_1_0_3.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Expressive/prompt/0_1_p_3.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Expressive/gt/0_1_0_4.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Expressive/prompt/0_1_p_4.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Expressive/gt/0_1_0_5.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Expressive/prompt/0_1_p_5.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Expressive/gt/0_1_0_6.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Expressive/prompt/0_1_p_6.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Expressive/gt/0_1_0_7.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Expressive/prompt/0_1_p_7.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Expressive/gt/0_1_0_8.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Expressive/prompt/0_1_p_8.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Expressive/gt/0_1_0_9.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Expressive/prompt/0_1_p_9.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Expressive/gt/0_1_0_10.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Expressive/prompt/0_1_p_10.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Expressive/gt/0_1_0_11.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Expressive/prompt/0_1_p_11.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Expressive/gt/0_1_0_12.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Expressive/prompt/0_1_p_12.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Expressive/gt/0_1_0_13.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Expressive/prompt/0_1_p_13.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Expressive/gt/0_1_0_14.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Expressive/prompt/0_1_p_14.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Expressive/gt/0_1_0_15.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Expressive/prompt/0_1_p_15.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Expressive/gt/0_1_0_16.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Expressive/prompt/0_1_p_16.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Expressive/gt/0_1_0_17.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Expressive/prompt/0_1_p_17.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Expressive/gt/0_1_0_18.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Expressive/prompt/0_1_p_18.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Expressive/gt/0_1_0_19.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Expressive/prompt/0_1_p_19.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Expressive/infinityTTS/0_1_3_0.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Expressive/prompt/0_1_p_0.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Expressive/infinityTTS/0_1_3_1.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Expressive/prompt/0_1_p_1.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Expressive/infinityTTS/0_1_3_2.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Expressive/prompt/0_1_p_2.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Expressive/infinityTTS/0_1_3_3.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Expressive/prompt/0_1_p_3.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Expressive/infinityTTS/0_1_3_4.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Expressive/prompt/0_1_p_4.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Expressive/infinityTTS/0_1_3_5.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Expressive/prompt/0_1_p_5.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Expressive/infinityTTS/0_1_3_6.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Expressive/prompt/0_1_p_6.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Expressive/infinityTTS/0_1_3_7.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Expressive/prompt/0_1_p_7.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Expressive/infinityTTS/0_1_3_8.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Expressive/prompt/0_1_p_8.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Expressive/infinityTTS/0_1_3_9.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Expressive/prompt/0_1_p_9.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Expressive/infinityTTS/0_1_3_10.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Expressive/prompt/0_1_p_10.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Expressive/infinityTTS/0_1_3_11.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Expressive/prompt/0_1_p_11.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Expressive/infinityTTS/0_1_3_12.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Expressive/prompt/0_1_p_12.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Expressive/infinityTTS/0_1_3_13.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Expressive/prompt/0_1_p_13.wav?raw=true
https://github.com/yseom1/samples/blob/main/ZS/Expressive/infinityTTS/0_1_3_14.wav?raw=true,https://github.com/yseom1/samples/blob/main/ZS/Expressive/prompt/0_1_p_14.wav?raw=true
